num_lectures,price,days_since_published,content_duration
77,100,1927,10.0
13,0,1912,0.6166666666666667
24,35,2355,1.5
61,30,2561,3.0
51,30,1931,5.0
16,50,2362,2.5
29,40,1875,2.5
49,50,2252,7.0
16,0,2053,1.5
56,200,2479,4.0
7,20,2492,0.6333333333333333
68,50,2444,5.0
23,20,1897,1.5
6,60,3358,1.0
39,95,2448,4.0
43,20,1863,3.5
16,25,2234,1.5
136,200,2577,9.5
15,20,2712,0.6333333333333333
8,20,1907,0.5833333333333334
7,20,2533,1.0
49,150,2590,4.0
39,40,2386,2.0
20,200,3235,1.0
17,25,2294,2.0
77,25,2142,6.5
5,20,2969,0.6166666666666667
162,85,2002,31.5
54,20,2432,2.5
5,20,2506,0.7
33,95,2442,1.5
23,0,2923,3.5
83,50,2779,10.5
16,50,2731,1.0
24,80,1875,3.0
25,200,1807,2.0
78,30,3637,5.0
11,20,1816,0.6666666666666666
48,20,2939,1.5
402,200,2046,32.5
13,20,3196,1.5
43,95,2235,3.0
74,35,2803,8.0
11,25,2158,1.0
22,0,3582,2.0
28,85,2532,2.0
15,20,2876,0.6166666666666667
24,20,2748,4.0
15,25,2555,1.0
31,40,2351,4.5
28,20,1778,2.5
9,20,2148,8.0
53,70,1981,7.0
17,125,1850,1.0
32,50,2875,2.0
7,20,1931,0.6166666666666667
42,25,1895,3.5
7,20,3027,1.0
5,20,2100,0.6166666666666667
66,200,2119,6.0
20,50,2990,3.5
15,50,2090,1.0
9,55,2378,0.6666666666666666
12,195,2234,1.5
13,20,2438,1.0
57,30,2655,3.5
50,150,2123,4.5
9,30,2931,1.5
23,20,1915,2.0
10,35,2821,1.0
9,50,1784,2.0
7,35,2282,1.5
52,70,2254,3.5
39,150,2016,5.0
15,50,2222,2.0
38,200,3110,2.5
16,45,2095,2.0
12,200,2347,2.5
13,35,1814,0.5166666666666666
43,40,2043,5.5
16,35,1804,1.0
13,45,2746,3.0
27,95,2550,2.5
14,45,2286,2.0
11,40,2464,1.0
37,200,2303,2.0
31,30,2658,0.7
17,20,2462,1.5
173,110,2383,16.0
11,0,2961,0.5666666666666667
28,95,2605,2.5
12,20,1969,0.6333333333333333
26,145,2345,1.5
24,20,2692,1.5
53,20,1827,1.5
119,80,1840,13.0
6,20,3201,1.5
7,30,2210,0.6666666666666666
32,40,1937,4.0
23,50,1834,3.0
19,40,2857,1.5
22,0,2316,2.5
84,95,2782,7.0
34,50,2408,1.5
25,135,1997,2.5
30,0,2781,2.0
13,20,2924,1.0
12,20,2795,1.5
131,80,1855,12.5
6,0,2874,0.6
16,20,2886,1.5
72,20,2874,5.5
27,25,1821,3.5
14,40,2206,1.5
16,20,2277,0.6666666666666666
77,50,2233,13.0
22,20,2372,1.5
11,30,2285,1.5
10,20,2130,1.0
46,20,1929,6.5
34,50,2361,1.5
43,115,2198,4.5
20,50,2816,4.0
115,95,2647,2.5
17,20,3029,1.5
44,100,2488,1.5
14,0,1842,1.0
45,115,2301,4.5
29,75,2074,2.0
24,100,2185,2.5
43,50,2120,2.0
9,0,1898,0.7333333333333333
37,120,2060,3.0
55,20,3016,3.0
28,50,2158,5.0
12,20,2229,1.0
17,200,1993,1.0
30,0,1811,3.5
45,20,2459,5.0
5,50,2233,0.55
54,35,3087,7.5
112,45,2406,3.0
22,50,2083,2.0
34,60,1863,1.5
52,65,2205,4.5
19,20,3043,1.5
13,120,2439,1.5
21,20,2305,3.0
12,45,2058,1.5
27,50,2528,5.5
80,50,2983,4.0
353,200,2785,48.5
77,95,2597,6.0
61,195,2253,4.5
35,95,1941,3.5
20,20,2193,0.6166666666666667
12,30,2686,2.0
13,0,2034,1.0
110,200,2421,7.5
15,75,2585,1.5
61,200,2150,4.5
22,40,2498,2.5
10,35,1854,0.6666666666666666
12,30,2941,0.5666666666666667
141,50,2465,8.0
8,80,2522,1.0
110,195,2046,5.5
14,90,1986,0.7333333333333333
38,80,2009,2.5
40,195,1977,4.5
26,200,2536,2.5
147,50,2997,20.0
30,20,2761,2.0
32,40,2226,4.5
29,50,2357,2.5
26,55,3151,2.0
8,0,1973,0.5666666666666667
16,100,1807,1.5
25,200,2585,2.5
57,50,2646,3.0
10,40,1797,1.0
0,20,2344,0.0
9,50,1784,2.0
20,35,2462,1.0
51,45,1976,2.5
18,20,2432,1.0
16,20,2144,1.0
321,50,1968,3.5
5,20,2407,0.5666666666666667
77,195,2550,7.5
51,200,2708,5.5
49,20,2773,8.5
16,200,2536,2.5
13,40,1973,1.0
20,30,1919,1.0
17,20,2767,1.0
32,50,2884,5.0
37,55,1827,0.7
75,25,3416,3.5
64,35,2137,5.5
98,70,2326,13.0
49,195,2423,4.0
12,80,2152,0.6666666666666666
81,50,3267,5.0
63,40,1916,7.0
19,20,2795,1.5
17,50,2288,3.0
11,55,1857,1.0
56,50,2134,8.0
55,125,2212,2.5
6,20,2073,1.5
29,200,1990,4.5
26,40,2193,1.5
26,20,3150,3.5
12,30,2111,2.0
40,50,2032,5.5
358,50,1986,66.5
34,20,2921,6.0
41,30,3129,2.5
15,0,2832,1.0
28,200,2507,3.5
6,20,2732,1.0
15,60,3370,2.0
301,200,2409,25.5
36,60,2768,2.5
16,95,2037,3.0
82,75,3313,11.5
30,65,2360,4.0
13,30,2185,1.0
21,35,1784,3.0
18,95,2396,1.5
37,40,2380,6.5
48,95,2191,2.0
20,20,2445,0.6166666666666667
24,75,1813,2.0
26,35,2039,1.0
29,50,2291,2.0
16,0,2716,1.5
28,120,2157,2.5
15,40,2561,0.5666666666666667
18,50,2256,2.0
42,30,1938,2.5
36,20,2892,2.0
59,35,2786,2.0
12,200,1857,1.5
131,85,3264,7.5
14,25,2543,1.5
60,50,1961,8.5
9,50,2203,1.5
22,85,2405,1.5
38,50,2634,4.0
21,50,2988,3.5
17,45,2047,1.0
39,20,2061,3.0
17,100,2083,1.5
23,20,2250,2.0
32,200,2536,4.0
19,75,2522,1.5
77,50,1828,8.0
19,0,2316,1.0
14,75,2421,1.5
25,100,2198,2.5
10,50,2748,1.0
23,20,2100,2.0
11,20,2396,2.5
33,200,2318,2.5
72,40,2172,3.0
197,190,2676,21.5
48,50,2459,3.5
34,40,2932,1.5
53,50,1973,7.5
14,35,2737,1.0
49,50,1815,2.5
20,0,1779,1.5
39,50,2379,9.0
17,0,2941,1.0
11,20,2474,2.0
26,200,1806,1.0
24,50,2946,6.0
46,50,2227,8.0
18,20,2409,1.0
38,70,1847,2.0
19,20,2532,0.5166666666666666
24,55,2706,3.0
24,20,2875,5.5
40,85,2365,10.5
6,20,3144,1.5
20,45,2789,2.0
8,50,1974,1.0
103,120,2504,6.5
25,90,1808,2.0
15,45,1820,1.0
21,20,2200,1.0
17,25,2989,1.5
15,20,2696,1.0
47,20,2666,8.0
57,200,3179,8.0
272,150,2495,26.0
45,95,2703,2.0
10,25,2292,1.5
320,200,2024,23.5
24,0,2142,5.5
27,20,3547,1.0
63,60,2312,5.5
72,50,1847,5.5
25,20,2249,1.5
14,20,1945,1.0
21,50,1923,1.5
24,195,2347,1.0
17,0,3017,3.0
27,20,1996,1.5
129,200,2010,15.5
17,0,2061,0.7333333333333333
16,100,2472,1.0
29,40,1938,3.0
91,180,2267,4.5
94,200,2445,8.5
24,20,2260,3.0
62,195,1836,5.0
45,75,1799,6.0
59,100,2377,3.5
9,200,2486,1.5
7,20,2278,0.5666666666666667
39,50,2984,1.0
9,50,1969,2.0
32,20,2381,2.5
29,100,2664,3.5
41,85,2674,2.0
29,65,2390,2.0
18,0,2681,3.0
48,145,2201,8.0
50,85,1793,3.0
12,50,1784,2.0
22,20,2101,1.5
6,20,1793,0.55
30,100,1804,1.5
70,40,2178,14.0
58,125,1850,6.0
19,45,1859,1.0
15,45,2270,1.5
30,35,2146,2.0
54,195,2135,6.0
23,20,2009,1.5
81,150,2213,4.5
26,200,2370,3.5
24,75,3422,4.0
5,20,2549,1.0
56,35,1927,5.5
90,20,2993,10.5
52,100,2371,4.0
8,25,1819,0.6833333333333333
35,80,2120,3.0
56,195,2728,5.5
27,20,1851,1.5
15,50,1817,1.5
40,95,2532,4.5
34,20,3095,1.5
28,20,2385,3.0
29,200,1953,2.0
5,25,2165,0.6166666666666667
53,175,1921,8.5
21,20,2603,1.5
49,25,2241,4.5
16,20,1794,1.5
15,200,2453,0.5166666666666666
42,135,2548,3.5
19,50,2779,2.5
27,40,1850,6.0
123,30,2577,9.0
41,30,2662,12.0
18,40,2191,1.5
13,50,2578,1.5
7,115,2085,1.0
7,85,1924,0.6333333333333333
28,50,2324,3.0
26,195,2429,3.5
64,20,2927,8.0
9,20,2325,1.5
55,20,2614,7.0
8,50,2413,0.5666666666666667
12,95,2855,1.5
43,20,2284,1.0
30,20,2274,2.5
77,195,2612,12.0
62,20,2928,5.5
21,20,3018,2.0
25,70,2320,3.5
12,20,1973,2.0
14,30,1951,1.0
13,0,1911,2.0
115,85,2624,6.5
64,50,2868,3.5
342,200,2389,43.0
28,25,2182,3.0
64,20,2442,7.5
24,20,2659,1.0
12,40,1981,0.6333333333333333
33,170,2373,3.5
18,50,2355,1.5
92,125,2557,12.5
12,20,2332,2.0
8,0,1794,1.0
10,20,3018,1.0
12,40,2226,1.5
779,200,3194,44.5
8,20,2543,1.5
24,160,2798,2.0
7,65,1856,0.5666666666666667
6,40,2059,0.6333333333333333
45,20,2147,2.5
33,200,1785,4.0
55,200,1840,4.5
15,50,2495,2.5
10,60,3367,2.0
38,25,2346,4.5
24,50,2092,2.0
54,0,2394,2.0
5,0,1976,0.6166666666666667
30,20,2044,4.5
12,20,2657,0.7
43,125,1941,3.0
111,200,2639,17.0
69,80,1961,8.0
12,40,2267,0.6833333333333333
40,195,2385,3.5
23,0,2698,1.5
9,20,3143,2.0
33,200,2297,2.5
14,20,2752,1.5
98,195,2452,13.0
28,55,2530,1.5
5,20,3044,1.0
97,90,1979,7.0
55,50,2786,7.0
21,180,1884,2.0
20,20,2225,1.0
98,85,3264,10.5
22,50,2921,2.5
53,20,2384,3.0
140,125,2273,11.0
87,195,1829,8.5
12,20,1828,0.5166666666666666
27,20,2904,1.5
17,200,1872,1.5
12,20,2074,0.6666666666666666
24,95,2465,2.0
89,195,1878,20.5
18,40,2022,2.5
15,20,3030,1.0
78,50,2619,14.0
16,35,2848,1.5
221,200,2541,18.0
77,0,2157,6.5
71,20,3255,3.5
56,75,1961,5.5
20,20,2149,10.5
111,140,2186,9.0
17,30,3515,1.5
24,50,1827,2.0
56,75,2294,3.0
10,30,2693,2.0
27,200,1941,2.0
45,100,1987,4.5
49,110,2796,4.0
7,20,2324,0.6333333333333333
21,0,2658,3.0
43,50,2250,8.0
31,25,2631,3.5
12,50,2424,1.0
10,200,1945,2.0
31,20,2612,2.5
33,200,1891,3.0
7,35,2060,0.7
5,0,2961,0.6666666666666666
10,60,2289,1.0
25,0,2344,2.0
67,100,2224,5.0
24,100,2239,1.5
5,50,2728,0.6333333333333333
21,50,2607,3.0
60,50,2498,3.5
15,150,1909,0.65
12,20,2903,1.0
68,80,2136,6.5
21,45,2280,4.5
20,35,2478,2.0
20,25,2771,1.5
99,150,1908,9.0
40,45,2179,2.0
63,150,1976,8.5
75,60,2892,15.5
12,30,2088,0.6166666666666667
24,195,1961,4.0
10,0,1992,1.5
48,125,2067,4.0
26,20,2490,2.5
5,135,2085,0.5
35,75,3418,7.0
11,20,2084,0.55
176,25,2021,5.0
47,165,1884,5.5
21,100,2221,1.0
143,50,3441,15.5
19,35,2777,1.5
41,95,2179,6.0
22,60,2061,1.5
25,100,2267,2.0
17,50,1842,1.5
46,60,1948,6.5
19,20,2186,1.5
23,85,2088,4.5
50,50,2437,10.0
23,20,1783,1.5
13,20,2143,1.0
29,50,3603,2.5
31,40,2135,3.0
23,50,2931,4.0
12,25,2588,2.0
31,40,2673,4.0
8,30,2113,0.5333333333333333
35,20,2032,2.0
19,115,2332,1.0
5,20,3201,1.0
29,50,1842,2.0
19,30,1967,4.5
20,20,2409,0.55
84,195,2487,7.5
41,100,1800,1.5
7,0,2178,0.5333333333333333
20,0,2312,3.0
12,195,1933,1.5
12,20,2609,0.45
215,85,2879,10.5
18,200,3240,1.0
27,20,2912,0.7333333333333333
19,40,2513,2.0
15,40,1884,1.0
61,195,2599,6.0
15,20,2987,1.5
118,195,2640,18.5
6,50,3267,1.0
8,20,1792,1.0
76,200,2441,5.0
82,30,2175,8.0
7,35,2966,1.5
11,20,2486,0.7
23,20,2709,1.0
44,0,1875,2.0
9,40,2592,1.0
16,20,2585,2.0
11,40,2029,1.5
39,40,2127,2.0
25,95,2420,1.5
11,40,2227,1.5
33,70,2498,4.0
13,75,2182,1.0
21,20,2098,1.5
35,70,2381,1.0
20,95,2158,2.0
49,45,2283,6.0
225,50,2045,78.5
6,20,2795,0.5666666666666667
20,50,2428,2.0
102,50,2590,7.5
14,20,2541,0.6833333333333333
271,200,2506,22.5
27,20,2405,1.0
19,40,2472,2.0
41,100,2207,3.0
5,20,3201,1.0
10,25,1841,1.0
6,20,2374,0.6
19,95,2666,2.0
20,25,2358,1.5
20,75,2562,1.5
19,55,3638,2.0
117,195,2111,14.0
13,40,2966,2.5
85,65,3465,62.0
9,20,2403,0.5333333333333333
103,105,2169,12.0
67,50,3732,7.0
89,20,2478,4.0
11,40,1926,1.0
57,50,2995,3.5
33,200,2031,6.0
30,20,2205,3.0
42,100,1843,2.0
28,100,2255,2.0
114,150,1919,13.0
35,40,1906,1.5
136,145,1794,8.0
29,150,2274,2.0
21,20,3365,3.0
17,50,2931,3.0
7,20,1846,0.5666666666666667
122,30,2301,12.0
6,0,2312,0.6833333333333333
27,40,2373,3.5
35,200,2537,1.5
26,20,2924,3.5
28,0,2708,3.5
15,40,1839,2.5
16,55,2820,1.0
14,50,1967,2.5
15,120,2470,1.0
13,20,3096,4.0
113,50,3126,24.0
10,50,2507,1.0
74,50,2662,1.5
84,35,3032,8.0
25,195,1827,2.0
61,200,2123,4.5
67,145,2645,8.5
43,100,2298,3.0
20,70,1790,3.5
53,20,2108,7.0
116,50,2465,16.0
43,200,1916,2.0
25,50,2435,1.5
7,50,2123,1.5
34,30,3072,3.0
59,35,1814,5.0
110,195,1925,13.0
28,20,2402,1.0
35,50,2970,5.0
39,40,2686,2.0
14,0,1847,2.0
11,100,1813,1.0
20,100,2548,1.0
29,40,2226,3.0
25,50,2197,6.0
77,150,2448,4.5
23,20,2550,0.5
32,20,1819,3.5
44,100,2248,5.0
25,50,2217,6.0
28,40,2226,2.0
7,120,2080,1.0
14,45,2779,0.65
51,50,3221,24.0
22,95,2449,1.5
240,95,2463,23.0
32,50,2492,1.0
34,25,2498,1.0
130,50,2977,7.0
26,50,3202,1.5
23,150,2878,2.5
68,35,2799,1.5
19,40,2099,1.5
33,75,3102,20.0
21,20,2493,2.0
59,95,2084,2.0
46,20,2673,2.0
17,0,2975,2.0
25,40,2319,2.5
123,35,2699,7.0
9,0,2970,2.0
63,50,2106,7.5
23,20,3268,1.5
11,50,3208,5.0
44,75,3285,5.5
77,195,1984,11.5
16,20,2709,1.5
11,40,1918,1.0
31,195,2295,1.5
57,50,2072,4.0
18,0,2428,1.0
60,20,2297,4.0
17,195,2232,3.0
20,0,2099,1.5
7,20,2955,1.0
281,200,2365,22.5
286,180,2579,29.5
41,75,1862,1.0
75,200,1883,12.0
17,20,1805,3.5
29,150,2459,0.6833333333333333
22,145,2198,1.5
26,40,1941,2.0
36,95,1814,3.0
45,60,2815,3.0
55,50,2262,6.0
11,0,2204,0.6666666666666666
25,150,2938,3.0
12,185,1912,1.0
37,30,2184,3.0
38,20,2207,2.0
18,20,2494,1.0
17,85,2192,2.0
83,200,2094,3.0
25,50,2408,2.5
49,20,2557,3.5
26,25,3286,3.0
20,75,2364,1.5
20,60,2751,1.5
133,200,2011,19.5
11,200,2986,1.5
46,20,2339,4.0
26,55,2584,3.5
7,40,2003,0.5166666666666666
16,20,1839,1.5
20,0,1829,1.0
144,200,2958,8.5
28,200,2366,3.0
17,20,2726,0.5333333333333333
10,55,2410,1.0
21,20,2963,2.5
11,30,2819,0.6333333333333333
21,20,1832,1.5
56,30,1920,5.0
30,50,2921,3.0
77,40,2519,14.5
41,20,2238,4.0
10,75,2332,1.0
39,20,2374,2.5
16,150,2695,5.0
77,50,2590,5.0
57,45,2659,6.0
17,20,2846,1.5
24,20,2291,2.5
46,20,2643,2.0
45,180,3369,11.0
28,0,2262,2.0
35,150,1969,3.0
22,20,2390,1.5
36,95,2527,5.0
39,200,2381,3.0
14,35,2212,1.0
21,20,1847,2.0
27,0,3265,3.5
58,0,2488,3.0
491,200,2289,57.0
41,55,2820,3.0
61,45,2542,4.0
29,0,2879,4.0
39,200,2631,6.5
8,20,3083,0.6166666666666667
15,50,2682,2.5
22,40,1820,1.5
13,20,2665,1.5
22,0,2617,1.0
18,200,1894,3.5
34,35,3221,2.0
10,30,2150,1.5
11,30,2596,1.0
33,60,1982,6.0
49,20,2966,3.5
109,50,1994,13.0
87,30,1824,9.0
62,145,2651,6.0
25,0,2039,1.5
25,175,2593,2.0
20,25,2707,1.5
8,20,2581,1.0
8,0,2933,1.0
47,60,2671,4.0
52,200,1778,2.5
16,35,2367,1.5
45,50,3456,5.0
20,120,2385,1.0
142,160,1835,8.0
33,200,1962,4.0
9,20,2798,0.6666666666666666
28,0,2105,2.5
13,20,2379,1.5
39,50,2164,2.5
42,200,2775,5.5
23,0,2819,1.0
16,25,2025,2.0
6,50,2040,0.6666666666666666
72,20,2308,4.0
10,20,2612,1.0
48,40,3002,6.5
44,75,2365,3.5
82,50,2975,4.0
108,50,2758,7.0
14,20,2488,1.0
9,50,1785,1.5
23,0,2606,0.6166666666666667
34,115,2046,4.0
27,25,2100,0.6333333333333333
12,20,2374,0.5666666666666667
73,50,2694,5.5
38,30,1807,6.5
29,20,2641,1.5
48,30,2394,2.5
36,120,1953,4.5
15,20,2556,1.5
22,100,2579,2.5
78,125,1951,9.0
12,50,2208,1.0
40,105,2038,3.5
31,30,1801,1.5
41,130,2308,5.0
108,95,2664,9.5
24,40,2665,4.5
12,100,1855,1.0
30,20,2157,2.0
18,40,1998,2.5
27,50,2532,2.0
9,20,2429,0.7166666666666667
29,0,2633,4.0
47,75,1848,1.5
52,65,2130,3.5
13,20,2432,2.0
101,75,2320,4.5
44,30,2088,3.0
79,195,1876,11.5
34,50,1892,2.0
54,50,2653,6.0
9,20,2955,0.6166666666666667
39,60,2369,3.0
28,20,2260,4.0
26,200,2051,3.5
33,115,2655,2.0
13,115,1804,1.0
47,20,2374,2.5
15,60,2309,20.0
19,200,2656,2.0
25,20,3432,2.0
51,25,2296,4.5
12,50,2372,0.6833333333333333
54,20,2827,10.5
7,20,3271,5.5
28,20,2306,3.5
22,200,1926,1.0
9,0,1826,1.0
23,45,2112,3.5
17,45,1809,1.0
17,20,2212,1.0
58,20,2405,5.5
43,195,2020,3.0
14,20,3030,1.5
9,20,2968,1.5
26,20,2283,1.5
22,60,1839,3.5
13,20,2491,1.0
12,30,3281,1.0
23,25,1811,0.6
8,50,2427,1.0
90,200,2417,6.5
12,20,2015,1.5
16,35,2992,2.0
54,120,1911,3.0
49,50,1937,5.5
13,125,1996,1.0
34,30,2617,3.0
14,40,2162,1.5
291,200,2040,31.0
44,95,2723,2.5
24,20,1785,1.0
9,40,2226,1.5
47,190,3024,12.5
20,95,3221,1.5
11,0,2192,0.5333333333333333
77,50,2694,4.5
23,95,2040,1.5
183,20,2535,2.0
11,40,2326,1.0
329,190,2288,22.0
384,200,2382,76.5
85,200,2599,8.0
4,20,2046,0.3166666666666666
7,20,2955,0.5666666666666667
29,50,1842,4.0
122,100,2647,19.0
191,200,1909,31.5
21,65,1897,0.7333333333333333
21,0,2841,2.0
58,100,2007,3.5
54,195,2456,3.5
134,20,2785,11.5
28,50,2163,3.0
15,45,2662,0.6
29,20,2825,4.5
195,145,1846,12.5
17,0,2246,1.5
32,50,2352,4.5
37,200,1805,2.5
24,100,2088,1.5
15,20,2752,0.6666666666666666
27,20,2253,2.0
21,100,3112,1.5
66,200,1897,3.5
17,20,2626,0.7
23,65,1842,3.0
11,35,1814,1.0
8,65,2008,1.0
107,180,2720,14.5
8,45,2077,0.55
12,20,2170,0.5666666666666667
38,155,3010,4.5
28,50,2396,2.5
15,20,2695,1.0
19,20,2853,2.5
71,45,1902,11.0
13,200,2240,2.0
38,25,2935,2.5
20,75,2933,1.0
10,55,2420,1.0
22,120,2317,1.5
10,95,2111,1.0
61,195,1920,12.5
28,0,2270,1.5
41,95,2332,3.0
15,200,1856,1.0
53,50,3675,4.0
70,50,2022,1.5
31,95,3376,2.0
20,40,2748,2.5
19,35,2641,1.0
5,20,2638,0.7166666666666667
91,50,2480,13.0
19,195,1967,2.5
127,35,1946,31.5
19,25,2260,1.5
28,20,2597,3.5
61,200,2089,15.0
75,100,3247,5.0
23,50,1863,3.0
33,30,2401,1.5
15,135,2764,1.5
22,20,2268,2.0
29,100,1898,1.0
174,195,2309,10.0
9,20,2574,0.5333333333333333
12,0,2812,1.5
5,50,2686,1.0
23,25,2306,2.5
21,80,2427,2.0
39,30,2414,4.0
37,200,2107,2.0
28,20,2664,2.0
24,30,2469,3.5
70,20,2798,8.0
21,30,2709,3.5
44,75,2525,3.0
74,45,3142,13.0
31,60,2397,3.0
30,0,2962,3.0
25,20,2004,1.0
25,150,2260,1.5
30,200,1802,3.0
15,0,2499,1.0
15,20,2435,1.0
96,100,2641,17.0
37,30,1897,4.0
24,200,1932,1.0
28,50,2238,6.5
23,40,2465,2.5
46,50,2639,3.5
10,30,1869,1.0
13,20,2512,2.0
43,25,2340,2.0
84,75,1937,5.5
28,200,2498,4.0
45,25,2296,4.0
15,30,2672,2.5
14,20,3367,1.0
77,50,2998,5.0
14,35,2999,2.0
26,0,1835,4.5
48,30,1944,6.5
37,65,2398,4.0
11,50,1850,1.0
16,50,2990,2.5
25,30,2858,4.0
59,20,2460,2.0
29,50,2233,3.5
12,20,2879,0.7
65,95,3136,68.5
11,40,2169,1.0
29,30,2704,5.0
6,135,2084,0.5
18,35,1843,1.0
36,0,1815,2.5
14,40,2005,1.5
62,120,2095,7.5
10,25,1980,1.0
41,25,2320,4.0
16,95,2067,2.0
10,20,3017,1.0
11,20,3192,4.0
80,50,2906,11.0
19,50,1988,2.5
71,120,2306,12.0
105,95,1994,18.5
42,200,2079,2.0
138,195,2731,7.5
12,0,2292,0.5166666666666666
27,25,2726,2.5
49,20,2148,2.5
69,145,2170,12.5
46,200,1898,2.5
66,200,1924,6.0
31,200,2122,2.0
102,120,2632,14.5
14,20,2318,1.0
24,50,2990,4.5
8,200,1874,1.0
18,20,1833,1.5
27,195,1885,6.5
30,20,2614,2.0
19,195,2438,1.5
21,150,2850,3.0
43,75,2259,0.5
33,20,2289,5.0
9,20,2147,1.0
38,40,2226,3.0
51,175,2094,4.0
34,45,2286,5.0
57,100,2574,5.5
85,200,2465,6.5
84,150,2530,5.0
54,50,2487,10.0
15,45,1817,2.5
42,95,2247,3.0
28,75,2067,2.0
22,95,2182,2.5
27,150,1910,1.5
17,95,1916,1.5
28,60,2766,6.5
31,125,2634,3.5
19,30,2122,2.0
88,60,2854,23.0
32,200,2053,4.5
174,200,1914,20.5
7,20,2205,0.6833333333333333
8,60,1779,1.0
12,30,2382,0.5
86,20,2451,4.0
50,60,2771,9.0
17,50,2923,1.5
224,200,2254,44.5
18,0,1791,1.0
14,20,2604,1.0
56,40,2011,4.0
14,20,2074,1.0
54,60,2794,10.0
36,50,2812,1.0
37,155,2380,2.0
17,20,2115,1.5
19,25,1825,2.0
23,145,2380,2.5
12,90,1925,1.0
16,0,3328,1.5
36,40,2386,6.5
5,50,2543,1.0
21,0,3157,1.0
25,20,2901,7.5
17,35,2634,1.0
135,190,2003,9.5
31,200,1911,1.5
18,200,1897,2.0
32,95,2018,3.5
11,20,2500,1.0
17,20,3039,2.0
10,40,2099,1.0
88,0,2252,6.5
44,160,2111,3.5
9,35,1869,0.7
7,45,1947,0.6333333333333333
9,30,2318,1.0
24,200,2065,4.0
41,95,2273,3.0
78,95,2192,11.5
38,95,2213,2.5
54,50,1860,1.5
15,0,2457,0.6166666666666667
15,200,2487,1.5
196,40,1948,5.5
10,55,1842,1.0
52,195,2714,5.5
133,50,2707,15.5
41,30,1924,5.0
27,50,2935,3.0
79,150,2136,7.5
60,50,2480,2.5
27,180,2213,2.5
11,195,2210,1.5
40,120,2297,3.5
69,20,2308,3.0
7,0,2590,0.7
126,110,2136,7.5
8,40,2099,1.0
23,90,1874,2.0
330,65,2061,32.5
17,30,2879,14.5
108,20,3037,3.5
30,50,2527,1.0
16,40,1843,1.5
25,150,2467,1.5
13,200,2031,0.6833333333333333
462,150,2175,62.0
26,40,2293,3.5
18,20,1896,1.0
65,70,2295,3.0
43,20,2824,6.0
36,20,3493,2.0
14,200,1953,1.5
34,20,2632,4.0
115,110,2019,12.5
9,20,2466,0.5833333333333334
26,195,1893,3.5
107,20,1786,10.5
24,125,1932,2.5
17,200,2038,1.0
11,40,2226,1.5
12,20,2537,1.5
36,25,2738,7.5
10,20,2139,1.0
37,35,2800,3.0
113,80,2281,5.5
51,125,2592,4.5
118,200,2249,24.5
21,50,2231,2.5
6,20,2507,1.0
22,50,1815,1.0
87,30,2176,11.5
32,100,2494,3.5
15,20,2520,0.5333333333333333
27,20,2435,4.5
22,200,1792,1.0
10,50,1785,1.5
22,165,2013,2.5
35,25,2673,2.5
15,20,2099,1.0
15,40,2463,3.0
59,95,1958,2.0
35,20,2120,1.5
12,20,2448,1.0
53,135,1785,12.5
130,35,1926,31.5
23,200,1786,1.5
22,150,2561,2.5
44,25,2477,3.0
90,100,2541,10.5
53,75,2345,11.5
17,20,2536,1.0
80,150,1863,7.5
13,25,1882,1.0
51,50,2211,3.0
316,180,2595,24.5
16,20,1937,3.0
11,0,2232,0.6666666666666666
57,150,2285,15.0
18,20,2504,2.0
86,95,1840,5.5
125,50,3621,12.5
27,100,1897,3.0
7,25,2948,2.0
13,0,2432,0.5333333333333333
10,20,3227,1.0
48,145,2115,4.5
84,195,1843,8.0
36,50,2368,3.0
29,20,1806,2.0
71,50,2924,3.5
28,25,2892,4.0
61,95,2298,14.5
10,0,2237,2.0
19,35,2429,2.5
19,45,2632,2.5
13,70,2305,1.0
23,30,2892,2.0
25,20,1848,3.0
27,120,2269,2.0
22,20,2303,2.5
126,195,2002,13.5
33,20,2832,0.6166666666666667
8,20,2966,1.0
8,25,2252,0.6333333333333333
150,200,1952,11.5
14,60,3377,3.0
40,50,2308,4.5
35,30,2357,1.5
47,20,2149,4.5
37,50,2708,5.5
38,70,2623,3.5
24,105,3143,7.5
29,30,1846,2.0
78,50,2067,7.0
19,20,1869,3.5
5,20,3201,1.0
15,40,2226,2.5
50,40,3167,8.5
56,50,2003,8.0
30,200,2738,1.5
5,25,1843,0.1333333333333333
15,50,2862,1.5
15,50,2379,0.6
74,25,2547,8.5
13,25,1899,1.0
28,70,2381,1.0
11,0,2305,1.0
8,0,2913,1.5
11,50,2424,0.6
21,0,1791,2.0
58,100,2528,10.5
73,20,1793,7.5
12,20,1883,2.0
17,20,2595,2.5
14,30,2603,4.0
82,200,1984,9.0
204,200,2186,16.5
36,40,2472,1.0
12,40,2077,1.0
35,95,1792,5.0
70,20,2322,8.5
58,20,3185,5.5
24,90,2399,4.0
14,40,2744,1.0
41,95,2382,3.5
46,25,3516,7.0
26,200,1982,2.0
116,50,1917,10.5
20,50,1847,4.5
36,95,2043,5.5
17,40,2044,1.5
101,50,2198,9.5
44,55,2766,3.5
82,20,3904,4.0
64,200,2014,11.0
19,20,2158,4.0
55,20,2795,7.5
51,150,2485,6.5
45,30,2177,4.0
16,35,2984,2.0
43,95,3050,7.0
41,95,2261,2.5
