num_lectures,price,days_since_published,content_duration
95,50,2445,5.0
241,180,2867,17.5
9,50,1784,1.5
53,200,1842,2.0
11,95,2507,1.0
310,145,3276,34.0
37,180,2039,4.5
38,20,2815,2.0
25,0,2413,5.0
44,95,1841,8.5
21,50,2990,3.0
27,60,1915,2.0
13,20,2476,2.0
20,50,2990,3.5
197,120,3833,27.5
37,20,2159,1.5
22,65,2074,1.5
14,20,2686,1.0
12,95,3265,0.5833333333333334
5,20,3201,1.0
68,195,2556,10.0
97,20,2208,7.0
20,200,3176,1.5
16,45,2135,1.5
10,100,1871,0.7166666666666667
25,45,2736,2.5
31,20,1851,7.5
14,50,3137,0.6833333333333333
74,60,2298,2.0
14,20,2497,1.0
316,195,2191,51.0
52,200,1903,3.0
29,20,2825,3.5
22,0,2805,2.5
38,40,2507,5.0
144,195,2430,20.0
9,100,1778,1.0
12,0,2382,1.0
18,195,2050,2.5
25,20,2086,3.0
17,25,1846,1.5
13,35,3214,1.0
15,200,2347,1.0
14,0,2366,1.0
120,40,2113,19.0
40,85,2711,3.5
19,30,1927,2.0
7,60,1820,0.5833333333333334
35,20,2671,4.0
46,200,2382,9.5
20,35,2390,3.0
53,85,3303,5.0
14,90,1980,1.0
23,20,1841,2.0
65,60,1884,5.0
13,20,2072,1.0
19,50,2991,0.6833333333333333
27,75,2492,3.0
34,200,2715,4.5
30,20,3033,3.5
7,95,3184,0.5166666666666666
50,50,2436,4.0
26,20,2130,3.5
21,20,2176,2.0
24,200,2275,3.0
11,0,1941,0.6
20,115,2180,1.5
59,195,2305,7.5
28,20,2074,1.0
48,20,1807,4.5
36,120,2585,4.0
138,200,1874,25.5
121,100,1861,11.0
43,120,3187,4.0
22,50,2931,2.5
27,0,2141,1.0
22,0,1860,1.5
16,20,2322,1.5
125,100,2455,10.5
48,0,1842,4.5
88,75,2617,9.0
17,40,2814,2.5
9,30,2066,1.0
69,20,2259,4.0
81,30,2500,7.0
18,30,1854,1.5
6,50,2470,1.0
32,20,2416,3.0
17,40,2287,0.7166666666666667
11,60,3354,1.5
59,20,3029,12.0
27,20,2360,1.0
10,20,2350,0.7
65,150,2059,5.0
23,20,2666,1.0
20,40,2104,1.5
22,20,3218,1.5
9,100,2035,0.6166666666666667
39,95,1940,4.5
40,200,1815,8.5
25,95,2738,4.5
28,20,2204,2.5
106,185,2030,9.5
33,50,1836,3.5
65,75,2597,4.5
13,145,1797,1.0
23,90,2421,1.5
79,150,1939,9.0
22,20,2327,2.0
24,90,1870,1.5
16,0,1937,1.5
13,180,1954,0.5333333333333333
10,50,3267,1.0
13,20,2808,1.0
8,20,1955,1.0
47,200,2054,4.0
10,20,1898,0.65
544,200,2498,46.5
21,20,2143,1.0
12,50,2275,1.0
9,0,2319,1.0
26,35,2899,2.0
177,200,2389,16.5
25,20,2484,6.0
16,50,2508,1.0
49,120,3136,7.0
36,40,2491,2.0
97,50,2694,7.0
60,75,2479,5.5
6,0,1947,0.5
93,120,2169,9.0
66,195,1996,3.0
39,30,2381,6.5
23,0,2972,4.5
15,0,3066,1.5
24,30,2262,5.5
13,20,2410,2.0
46,40,2158,4.5
14,20,1794,1.0
61,95,2415,6.0
26,50,1971,2.0
70,30,1981,9.0
39,195,1849,2.5
106,50,2589,8.0
18,200,2907,2.0
13,40,2282,1.0
47,20,2281,3.5
41,50,2507,3.0
29,50,2506,2.0
53,50,2368,7.0
8,45,1914,0.5666666666666667
29,40,2379,1.5
12,20,2486,1.5
37,195,1837,4.0
7,20,2385,0.6666666666666666
11,25,2742,1.0
12,20,1889,0.7166666666666667
9,20,1973,0.6
62,80,2155,9.0
25,65,1897,1.0
6,20,1840,0.6
37,50,2168,2.5
10,0,3019,2.0
10,20,3079,1.0
36,100,2285,3.0
7,20,2745,1.0
37,150,1953,3.0
40,50,3310,3.0
25,45,3294,2.0
83,20,2197,3.5
36,40,2278,2.0
16,150,2400,1.5
18,0,1784,1.0
19,30,2504,0.55
49,100,2269,3.5
10,20,2403,0.6
18,0,2100,1.5
21,145,2039,3.0
29,0,2673,1.0
23,20,2359,1.5
12,120,1990,0.6
32,80,1915,3.0
32,35,2536,2.0
29,40,2023,1.5
24,0,3082,4.5
34,200,2109,2.5
6,25,2128,0.5833333333333334
131,200,2943,15.5
7,0,2103,0.5
15,20,2366,1.0
17,20,2743,2.5
52,145,2681,3.5
93,50,3460,9.5
25,50,2164,5.5
8,20,2076,1.5
74,60,2641,13.5
24,195,2393,1.5
49,35,2100,5.0
9,30,3081,3.0
18,45,1836,3.5
46,45,1913,3.5
31,100,2579,3.0
5,0,2284,1.0
35,140,2053,2.0
90,20,2920,9.0
30,35,1910,2.0
24,40,2276,1.5
62,60,2266,5.0
10,40,2634,2.0
11,40,2593,1.5
284,50,2204,31.5
107,120,1877,6.0
15,20,2645,1.5
42,0,2071,2.5
11,35,2285,1.5
166,20,2553,10.5
12,20,2140,1.0
9,20,2610,1.5
21,20,3009,2.0
97,150,1980,11.0
29,195,1892,2.5
34,40,2579,4.0
12,20,1890,1.0
35,95,2233,2.5
16,200,2539,0.5666666666666667
21,35,2617,2.5
11,150,2073,3.0
21,30,2141,2.5
11,25,2277,2.0
16,45,1868,1.5
274,75,1896,39.0
12,20,2835,0.5333333333333333
34,95,2621,3.0
29,30,2886,1.5
21,75,2073,2.5
14,50,1948,0.5
67,195,2049,10.0
35,105,2462,5.0
20,75,2385,2.5
63,25,2242,6.0
185,30,1930,6.5
52,100,2651,2.0
21,200,2380,2.5
36,0,1905,2.5
45,100,1983,7.0
35,20,2697,4.0
69,50,2011,1.5
10,20,2645,2.0
6,20,2995,1.5
20,200,2485,2.5
29,60,2691,1.5
27,75,2543,2.5
20,200,2050,1.0
26,20,2080,3.5
59,20,2859,7.0
22,50,1843,4.5
14,0,1835,3.0
8,40,1870,0.7
69,20,2840,3.0
17,20,2797,1.0
26,20,1994,2.5
17,20,3692,2.0
5,20,2266,0.5166666666666666
19,30,3032,3.0
18,0,1902,0.5666666666666667
22,60,2298,2.0
8,20,1961,2.0
8,65,2312,1.0
44,45,2766,5.0
119,50,2750,8.5
85,115,1968,10.5
11,20,1842,0.6
61,165,2658,8.0
13,0,2135,0.5166666666666666
7,35,2059,0.7
30,20,2270,5.0
20,30,1863,3.0
23,25,1874,2.0
23,200,1828,2.5
12,25,2082,1.0
47,95,2949,4.5
14,25,1843,2.0
36,95,2618,3.5
71,20,2302,6.0
30,195,2332,4.0
15,45,2287,2.5
13,90,1946,1.5
60,0,2423,4.5
41,20,3192,3.0
15,0,2065,1.5
207,60,2001,33.0
15,30,2668,1.5
27,50,3360,5.0
26,0,2235,3.5
10,20,2422,1.0
97,20,1930,9.0
28,50,1846,3.0
9,20,2708,0.5166666666666666
28,100,2087,2.5
32,20,2588,6.0
8,0,2467,0.6666666666666666
11,0,1882,0.55
12,45,2882,2.0
46,50,2388,3.5
123,20,2456,16.0
7,25,2616,1.0
37,50,2135,7.0
11,200,1829,1.0
28,75,3204,3.0
26,50,2758,2.5
13,0,2022,1.5
9,0,2883,2.0
29,200,1925,2.5
27,75,2393,2.5
444,150,2266,45.0
16,200,1945,1.0
46,195,2332,4.0
34,125,2134,3.5
45,0,2860,6.5
25,20,2509,1.0
29,70,2106,4.0
38,50,2248,8.5
15,20,3148,2.0
20,20,1931,1.0
29,25,2151,2.5
36,195,2408,4.5
20,20,2504,1.0
74,100,2164,4.0
6,20,3044,1.5
24,170,2459,1.5
55,20,2476,6.0
19,0,2513,1.0
14,0,2547,0.6166666666666667
108,150,2017,7.5
13,0,2900,1.0
22,50,2759,3.0
9,50,1784,2.0
10,0,1846,0.6833333333333333
7,60,3364,1.0
42,20,3238,2.0
17,20,2137,1.0
13,30,2246,2.0
38,20,1994,4.0
12,20,2179,1.0
83,20,2248,7.5
138,100,1962,10.0
11,20,2991,1.0
14,25,2599,1.5
48,20,2437,9.0
14,20,2368,1.0
45,195,2024,6.5
37,40,2109,5.0
21,200,2027,1.5
45,40,2168,2.0
74,90,1927,7.5
32,115,1841,3.0
36,50,1967,2.5
29,95,2364,1.5
13,0,3507,0.7333333333333333
43,80,1827,3.0
40,185,2837,6.5
10,0,3152,1.0
8,25,2028,0.65
8,20,2438,0.6
24,0,3315,8.0
8,60,1780,1.0
45,95,2477,4.5
15,200,2332,2.5
72,20,2595,2.0
23,145,2530,6.0
20,200,2038,2.0
33,0,1818,2.0
21,20,2932,1.0
15,40,2669,1.0
17,20,3276,2.5
48,40,2378,5.5
35,45,2597,2.5
215,200,3460,7.0
7,20,1777,2.5
29,0,1790,1.0
10,20,3612,1.5
40,50,2185,7.5
12,30,2553,1.5
32,50,1987,3.0
42,20,2633,1.5
66,200,2525,5.0
41,125,2238,4.0
126,200,2105,18.5
26,40,2091,2.0
17,195,2303,1.0
62,20,2128,12.0
18,200,2302,1.5
454,200,3039,60.0
16,40,2171,1.5
34,25,1962,2.5
26,195,2378,3.5
18,50,2163,1.5
25,100,2241,2.5
29,50,2001,1.5
12,20,2240,1.0
26,50,2921,3.0
28,200,1802,1.5
22,85,3134,6.0
89,150,1945,8.5
8,30,2086,0.5666666666666667
22,20,2892,2.0
30,95,2043,2.0
45,0,2673,7.5
21,20,1796,1.0
35,50,2320,7.0
39,125,1870,2.5
99,150,2200,6.5
13,20,2120,0.6166666666666667
29,200,1893,2.5
42,100,2379,3.0
59,95,2528,2.0
37,20,2219,3.5
11,60,2065,1.5
17,20,2429,1.5
23,200,3486,4.0
39,95,2500,2.5
30,65,2127,3.0
29,30,1875,3.5
33,70,2389,1.0
22,30,2418,2.0
23,25,2172,2.0
160,190,1878,10.5
30,195,2541,4.0
14,50,2581,2.0
82,60,2149,12.5
14,40,1876,1.0
74,195,2277,7.0
18,20,2073,1.0
16,20,2159,1.5
74,50,1968,7.5
8,20,2697,1.5
44,50,3036,3.0
27,20,2505,5.0
17,200,2256,1.0
23,0,2157,1.5
21,50,2151,1.5
83,195,1948,20.0
10,20,2795,1.0
18,20,2539,1.5
45,25,2431,5.0
26,75,2521,1.5
7,0,1826,1.0
16,20,3131,2.0
39,200,2207,4.0
41,0,2310,8.5
15,20,1843,3.5
34,35,2425,1.5
38,55,1840,1.0
9,50,2687,2.0
42,75,2692,3.5
40,20,3510,1.5
16,25,3649,3.5
30,25,2031,4.0
9,20,3401,1.5
49,20,2308,2.5
9,0,3249,2.0
22,0,2401,1.0
23,20,1843,4.5
18,35,1784,1.0
66,45,2492,3.5
37,35,3625,2.5
35,45,2555,4.0
37,50,2931,2.5
24,30,1805,4.5
332,180,2569,29.0
14,20,1897,1.0
19,55,2440,1.0
35,40,2396,4.0
207,35,2835,20.5
69,115,2445,7.0
47,85,1826,5.0
26,0,2095,1.5
25,40,3696,10.0
26,50,2508,3.0
25,0,2535,2.0
74,20,1952,3.0
